수광점ID,학교,지번,종류,교사동/운동장,층,X,Y,Z,근거등급,근거,추정여부,추정항목
체육관동 부속(원형부) 4층-2,여의도중학교,40-1,교사동 창면,체육관동 부속(원형부),4,194289.547,547087.932,13.15,A− 도면기준(대응·제원 추론 포함),체육관동 4면도(폴리곤 대응은 추론),도면,AL_D010 에 용도·층수·높이가 모두 결측인 787.5㎡ 동. 체육관동과 2.3m 거리·합계 면적 일치로 **같은 건물의 분할 폴리곤이라고 추론**해 같은 Z그리드와 창 높이를 적용. 높이 15.0m 도 그 추론에 따른 값
체육관동 부속(원형부) 1층-3,여의도중학교,40-1,교사동 창면,체육관동 부속(원형부),1,194291.882,547083.014,2.05,A− 도면기준(대응·제원 추론 포함),체육관동 4면도(폴리곤 대응은 추론),도면,AL_D010 에 용도·층수·높이가 모두 결측인 787.5㎡ 동. 체육관동과 2.3m 거리·합계 면적 일치로 **같은 건물의 분할 폴리곤이라고 추론**해 같은 Z그리드와 창 높이를 적용. 높이 15.0m 도 그 추론에 따른 값
체육관동 부속(원형부) 2층-3,여의도중학교,40-1,교사동 창면,체육관동 부속(원형부),2,194291.882,547083.014,5.95,A− 도면기준(대응·제원 추론 포함),체육관동 4면도(폴리곤 대응은 추론),도면,AL_D010 에 용도·층수·높이가 모두 결측인 787.5㎡ 동. 체육관동과 2.3m 거리·합계 면적 일치로 **같은 건물의 분할 폴리곤이라고 추론**해 같은 Z그리드와 창 높이를 적용. 높이 15.0m 도 그 추론에 따른 값
체육관동 부속(원형부) 3층-3,여의도중학교,40-1,교사동 창면,체육관동 부속(원형부),3,194291.882,547083.014,9.55,A− 도면기준(대응·제원 추론 포함),체육관동 4면도(폴리곤 대응은 추론),도면,AL_D010 에 용도·층수·높이가 모두 결측인 787.5㎡ 동. 체육관동과 2.3m 거리·합계 면적 일치로 **같은 건물의 분할 폴리곤이라고 추론**해 같은 Z그리드와 창 높이를 적용. 높이 15.0m 도 그 추론에 따른 값
체육관동 부속(원형부) 4층-3,여의도중학교,40-1,교사동 창면,체육관동 부속(원형부),4,194291.882,547083.014,13.15,A− 도면기준(대응·제원 추론 포함),체육관동 4면도(폴리곤 대응은 추론),도면,AL_D010 에 용도·층수·높이가 모두 결측인 787.5㎡ 동. 체육관동과 2.3m 거리·합계 면적 일치로 **같은 건물의 분할 폴리곤이라고 추론**해 같은 Z그리드와 창 높이를 적용. 높이 15.0m 도 그 추론에 따른 값
체육관동 부속(원형부) 1층-4,여의도중학교,40-1,교사동 창면,체육관동 부속(원형부),1,194293.971,547080.01,2.05,A− 도면기준(대응·제원 추론 포함),체육관동 4면도(폴리곤 대응은 추론),도면,AL_D010 에 용도·층수·높이가 모두 결측인 787.5㎡ 동. 체육관동과 2.3m 거리·합계 면적 일치로 **같은 건물의 분할 폴리곤이라고 추론**해 같은 Z그리드와 창 높이를 적용. 높이 15.0m 도 그 추론에 따른 값
체육관동 부속(원형부) 2층-4,여의도중학교,40-1,교사동 창면,체육관동 부속(원형부),2,194293.971,547080.01,5.95,A− 도면기준(대응·제원 추론 포함),체육관동 4면도(폴리곤 대응은 추론),도면,AL_D010 에 용도·층수·높이가 모두 결측인 787.5㎡ 동. 체육관동과 2.3m 거리·합계 면적 일치로 **같은 건물의 분할 폴리곤이라고 추론**해 같은 Z그리드와 창 높이를 적용. 높이 15.0m 도 그 추론에 따른 값
체육관동 부속(원형부) 3층-4,여의도중학교,40-1,교사동 창면,체육관동 부속(원형부),3,194293.971,547080.01,9.55,A− 도면기준(대응·제원 추론 포함),체육관동 4면도(폴리곤 대응은 추론),도면,AL_D010 에 용도·층수·높이가 모두 결측인 787.5㎡ 동. 체육관동과 2.3m 거리·합계 면적 일치로 **같은 건물의 분할 폴리곤이라고 추론**해 같은 Z그리드와 창 높이를 적용. 높이 15.0m 도 그 추론에 따른 값
체육관동 부속(원형부) 4층-4,여의도중학교,40-1,교사동 창면,체육관동 부속(원형부),4,194293.971,547080.01,13.15,A− 도면기준(대응·제원 추론 포함),체육관동 4면도(폴리곤 대응은 추론),도면,AL_D010 에 용도·층수·높이가 모두 결측인 787.5㎡ 동. 체육관동과 2.3m 거리·합계 면적 일치로 **같은 건물의 분할 폴리곤이라고 추론**해 같은 Z그리드와 창 높이를 적용. 높이 15.0m 도 그 추론에 따른 값
체육관동 부속(원형부) 1층-5,여의도중학교,40-1,교사동 창면,체육관동 부속(원형부),1,194297.38,547075.823,2.05,A− 도면기준(대응·제원 추론 포함),체육관동 4면도(폴리곤 대응은 추론),도면,AL_D010 에 용도·층수·높이가 모두 결측인 787.5㎡ 동. 체육관동과 2.3m 거리·합계 면적 일치로 **같은 건물의 분할 폴리곤이라고 추론**해 같은 Z그리드와 창 높이를 적용. 높이 15.0m 도 그 추론에 따른 값
체육관동 부속(원형부) 2층-5,여의도중학교,40-1,교사동 창면,체육관동 부속(원형부),2,194297.38,547075.823,5.95,A− 도면기준(대응·제원 추론 포함),체육관동 4면도(폴리곤 대응은 추론),도면,AL_D010 에 용도·층수·높이가 모두 결측인 787.5㎡ 동. 체육관동과 2.3m 거리·합계 면적 일치로 **같은 건물의 분할 폴리곤이라고 추론**해 같은 Z그리드와 창 높이를 적용. 높이 15.0m 도 그 추론에 따른 값
체육관동 부속(원형부) 3층-5,여의도중학교,40-1,교사동 창면,체육관동 부속(원형부),3,194297.38,547075.823,9.55,A− 도면기준(대응·제원 추론 포함),체육관동 4면도(폴리곤 대응은 추론),도면,AL_D010 에 용도·층수·높이가 모두 결측인 787.5㎡ 동. 체육관동과 2.3m 거리·합계 면적 일치로 **같은 건물의 분할 폴리곤이라고 추론**해 같은 Z그리드와 창 높이를 적용. 높이 15.0m 도 그 추론에 따른 값
체육관동 부속(원형부) 4층-5,여의도중학교,40-1,교사동 창면,체육관동 부속(원형부),4,194297.38,547075.823,13.15,A− 도면기준(대응·제원 추론 포함),체육관동 4면도(폴리곤 대응은 추론),도면,AL_D010 에 용도·층수·높이가 모두 결측인 787.5㎡ 동. 체육관동과 2.3m 거리·합계 면적 일치로 **같은 건물의 분할 폴리곤이라고 추론**해 같은 Z그리드와 창 높이를 적용. 높이 15.0m 도 그 추론에 따른 값
체육관동 부속(원형부) 1층-6,여의도중학교,40-1,교사동 창면,체육관동 부속(원형부),1,194299.653,547073.031,2.05,A− 도면기준(대응·제원 추론 포함),체육관동 4면도(폴리곤 대응은 추론),도면,AL_D010 에 용도·층수·높이가 모두 결측인 787.5㎡ 동. 체육관동과 2.3m 거리·합계 면적 일치로 **같은 건물의 분할 폴리곤이라고 추론**해 같은 Z그리드와 창 높이를 적용. 높이 15.0m 도 그 추론에 따른 값
체육관동 부속(원형부) 2층-6,여의도중학교,40-1,교사동 창면,체육관동 부속(원형부),2,194299.653,547073.031,5.95,A− 도면기준(대응·제원 추론 포함),체육관동 4면도(폴리곤 대응은 추론),도면,AL_D010 에 용도·층수·높이가 모두 결측인 787.5㎡ 동. 체육관동과 2.3m 거리·합계 면적 일치로 **같은 건물의 분할 폴리곤이라고 추론**해 같은 Z그리드와 창 높이를 적용. 높이 15.0m 도 그 추론에 따른 값
체육관동 부속(원형부) 3층-6,여의도중학교,40-1,교사동 창면,체육관동 부속(원형부),3,194299.653,547073.031,9.55,A− 도면기준(대응·제원 추론 포함),체육관동 4면도(폴리곤 대응은 추론),도면,AL_D010 에 용도·층수·높이가 모두 결측인 787.5㎡ 동. 체육관동과 2.3m 거리·합계 면적 일치로 **같은 건물의 분할 폴리곤이라고 추론**해 같은 Z그리드와 창 높이를 적용. 높이 15.0m 도 그 추론에 따른 값
체육관동 부속(원형부) 4층-6,여의도중학교,40-1,교사동 창면,체육관동 부속(원형부),4,194299.653,547073.031,13.15,A− 도면기준(대응·제원 추론 포함),체육관동 4면도(폴리곤 대응은 추론),도면,AL_D010 에 용도·층수·높이가 모두 결측인 787.5㎡ 동. 체육관동과 2.3m 거리·합계 면적 일치로 **같은 건물의 분할 폴리곤이라고 추론**해 같은 Z그리드와 창 높이를 적용. 높이 15.0m 도 그 추론에 따른 값
체육관동 부속(원형부) 1층-7,여의도중학교,40-1,교사동 창면,체육관동 부속(원형부),1,194303.062,547068.843,2.05,A− 도면기준(대응·제원 추론 포함),체육관동 4면도(폴리곤 대응은 추론),도면,AL_D010 에 용도·층수·높이가 모두 결측인 787.5㎡ 동. 체육관동과 2.3m 거리·합계 면적 일치로 **같은 건물의 분할 폴리곤이라고 추론**해 같은 Z그리드와 창 높이를 적용. 높이 15.0m 도 그 추론에 따른 값
체육관동 부속(원형부) 2층-7,여의도중학교,40-1,교사동 창면,체육관동 부속(원형부),2,194303.062,547068.843,5.95,A− 도면기준(대응·제원 추론 포함),체육관동 4면도(폴리곤 대응은 추론),도면,AL_D010 에 용도·층수·높이가 모두 결측인 787.5㎡ 동. 체육관동과 2.3m 거리·합계 면적 일치로 **같은 건물의 분할 폴리곤이라고 추론**해 같은 Z그리드와 창 높이를 적용. 높이 15.0m 도 그 추론에 따른 값
체육관동 부속(원형부) 3층-7,여의도중학교,40-1,교사동 창면,체육관동 부속(원형부),3,194303.062,547068.843,9.55,A− 도면기준(대응·제원 추론 포함),체육관동 4면도(폴리곤 대응은 추론),도면,AL_D010 에 용도·층수·높이가 모두 결측인 787.5㎡ 동. 체육관동과 2.3m 거리·합계 면적 일치로 **같은 건물의 분할 폴리곤이라고 추론**해 같은 Z그리드와 창 높이를 적용. 높이 15.0m 도 그 추론에 따른 값
체육관동 부속(원형부) 4층-7,여의도중학교,40-1,교사동 창면,체육관동 부속(원형부),4,194303.062,547068.843,13.15,A− 도면기준(대응·제원 추론 포함),체육관동 4면도(폴리곤 대응은 추론),도면,AL_D010 에 용도·층수·높이가 모두 결측인 787.5㎡ 동. 체육관동과 2.3m 거리·합계 면적 일치로 **같은 건물의 분할 폴리곤이라고 추론**해 같은 Z그리드와 창 높이를 적용. 높이 15.0m 도 그 추론에 따른 값
체육관동 부속(원형부) 1층-8,여의도중학교,40-1,교사동 창면,체육관동 부속(원형부),1,194305.335,547066.051,2.05,A− 도면기준(대응·제원 추론 포함),체육관동 4면도(폴리곤 대응은 추론),도면,AL_D010 에 용도·층수·높이가 모두 결측인 787.5㎡ 동. 체육관동과 2.3m 거리·합계 면적 일치로 **같은 건물의 분할 폴리곤이라고 추론**해 같은 Z그리드와 창 높이를 적용. 높이 15.0m 도 그 추론에 따른 값
체육관동 부속(원형부) 2층-8,여의도중학교,40-1,교사동 창면,체육관동 부속(원형부),2,194305.335,547066.051,5.95,A− 도면기준(대응·제원 추론 포함),체육관동 4면도(폴리곤 대응은 추론),도면,AL_D010 에 용도·층수·높이가 모두 결측인 787.5㎡ 동. 체육관동과 2.3m 거리·합계 면적 일치로 **같은 건물의 분할 폴리곤이라고 추론**해 같은 Z그리드와 창 높이를 적용. 높이 15.0m 도 그 추론에 따른 값
체육관동 부속(원형부) 3층-8,여의도중학교,40-1,교사동 창면,체육관동 부속(원형부),3,194305.335,547066.051,9.55,A− 도면기준(대응·제원 추론 포함),체육관동 4면도(폴리곤 대응은 추론),도면,AL_D010 에 용도·층수·높이가 모두 결측인 787.5㎡ 동. 체육관동과 2.3m 거리·합계 면적 일치로 **같은 건물의 분할 폴리곤이라고 추론**해 같은 Z그리드와 창 높이를 적용. 높이 15.0m 도 그 추론에 따른 값
체육관동 부속(원형부) 4층-8,여의도중학교,40-1,교사동 창면,체육관동 부속(원형부),4,194305.335,547066.051,13.15,A− 도면기준(대응·제원 추론 포함),체육관동 4면도(폴리곤 대응은 추론),도면,AL_D010 에 용도·층수·높이가 모두 결측인 787.5㎡ 동. 체육관동과 2.3m 거리·합계 면적 일치로 **같은 건물의 분할 폴리곤이라고 추론**해 같은 Z그리드와 창 높이를 적용. 높이 15.0m 도 그 추론에 따른 값
체육관동 부속(원형부) 1층-9,여의도중학교,40-1,교사동 창면,체육관동 부속(원형부),1,194310.018,547068.712,2.05,A− 도면기준(대응·제원 추론 포함),체육관동 4면도(폴리곤 대응은 추론),도면,AL_D010 에 용도·층수·높이가 모두 결측인 787.5㎡ 동. 체육관동과 2.3m 거리·합계 면적 일치로 **같은 건물의 분할 폴리곤이라고 추론**해 같은 Z그리드와 창 높이를 적용. 높이 15.0m 도 그 추론에 따른 값
체육관동 부속(원형부) 2층-9,여의도중학교,40-1,교사동 창면,체육관동 부속(원형부),2,194310.018,547068.712,5.95,A− 도면기준(대응·제원 추론 포함),체육관동 4면도(폴리곤 대응은 추론),도면,AL_D010 에 용도·층수·높이가 모두 결측인 787.5㎡ 동. 체육관동과 2.3m 거리·합계 면적 일치로 **같은 건물의 분할 폴리곤이라고 추론**해 같은 Z그리드와 창 높이를 적용. 높이 15.0m 도 그 추론에 따른 값
체육관동 부속(원형부) 3층-9,여의도중학교,40-1,교사동 창면,체육관동 부속(원형부),3,194310.018,547068.712,9.55,A− 도면기준(대응·제원 추론 포함),체육관동 4면도(폴리곤 대응은 추론),도면,AL_D010 에 용도·층수·높이가 모두 결측인 787.5㎡ 동. 체육관동과 2.3m 거리·합계 면적 일치로 **같은 건물의 분할 폴리곤이라고 추론**해 같은 Z그리드와 창 높이를 적용. 높이 15.0m 도 그 추론에 따른 값
체육관동 부속(원형부) 4층-9,여의도중학교,40-1,교사동 창면,체육관동 부속(원형부),4,194310.018,547068.712,13.15,A− 도면기준(대응·제원 추론 포함),체육관동 4면도(폴리곤 대응은 추론),도면,AL_D010 에 용도·층수·높이가 모두 결측인 787.5㎡ 동. 체육관동과 2.3m 거리·합계 면적 일치로 **같은 건물의 분할 폴리곤이라고 추론**해 같은 Z그리드와 창 높이를 적용. 높이 15.0m 도 그 추론에 따른 값
체육관동 부속(원형부) 1층-10,여의도중학교,40-1,교사동 창면,체육관동 부속(원형부),1,194312.812,547070.982,2.05,A− 도면기준(대응·제원 추론 포함),체육관동 4면도(폴리곤 대응은 추론),도면,AL_D010 에 용도·층수·높이가 모두 결측인 787.5㎡ 동. 체육관동과 2.3m 거리·합계 면적 일치로 **같은 건물의 분할 폴리곤이라고 추론**해 같은 Z그리드와 창 높이를 적용. 높이 15.0m 도 그 추론에 따른 값
체육관동 부속(원형부) 2층-10,여의도중학교,40-1,교사동 창면,체육관동 부속(원형부),2,194312.812,547070.982,5.95,A− 도면기준(대응·제원 추론 포함),체육관동 4면도(폴리곤 대응은 추론),도면,AL_D010 에 용도·층수·높이가 모두 결측인 787.5㎡ 동. 체육관동과 2.3m 거리·합계 면적 일치로 **같은 건물의 분할 폴리곤이라고 추론**해 같은 Z그리드와 창 높이를 적용. 높이 15.0m 도 그 추론에 따른 값
체육관동 부속(원형부) 3층-10,여의도중학교,40-1,교사동 창면,체육관동 부속(원형부),3,194312.812,547070.982,9.55,A− 도면기준(대응·제원 추론 포함),체육관동 4면도(폴리곤 대응은 추론),도면,AL_D010 에 용도·층수·높이가 모두 결측인 787.5㎡ 동. 체육관동과 2.3m 거리·합계 면적 일치로 **같은 건물의 분할 폴리곤이라고 추론**해 같은 Z그리드와 창 높이를 적용. 높이 15.0m 도 그 추론에 따른 값
체육관동 부속(원형부) 4층-10,여의도중학교,40-1,교사동 창면,체육관동 부속(원형부),4,194312.812,547070.982,13.15,A− 도면기준(대응·제원 추론 포함),체육관동 4면도(폴리곤 대응은 추론),도면,AL_D010 에 용도·층수·높이가 모두 결측인 787.5㎡ 동. 체육관동과 2.3m 거리·합계 면적 일치로 **같은 건물의 분할 폴리곤이라고 추론**해 같은 Z그리드와 창 높이를 적용. 높이 15.0m 도 그 추론에 따른 값
체육관동 부속(원형부) 1층-11,여의도중학교,40-1,교사동 창면,체육관동 부속(원형부),1,194317.004,547074.386,2.05,A− 도면기준(대응·제원 추론 포함),체육관동 4면도(폴리곤 대응은 추론),도면,AL_D010 에 용도·층수·높이가 모두 결측인 787.5㎡ 동. 체육관동과 2.3m 거리·합계 면적 일치로 **같은 건물의 분할 폴리곤이라고 추론**해 같은 Z그리드와 창 높이를 적용. 높이 15.0m 도 그 추론에 따른 값
체육관동 부속(원형부) 2층-11,여의도중학교,40-1,교사동 창면,체육관동 부속(원형부),2,194317.004,547074.386,5.95,A− 도면기준(대응·제원 추론 포함),체육관동 4면도(폴리곤 대응은 추론),도면,AL_D010 에 용도·층수·높이가 모두 결측인 787.5㎡ 동. 체육관동과 2.3m 거리·합계 면적 일치로 **같은 건물의 분할 폴리곤이라고 추론**해 같은 Z그리드와 창 높이를 적용. 높이 15.0m 도 그 추론에 따른 값
체육관동 부속(원형부) 3층-11,여의도중학교,40-1,교사동 창면,체육관동 부속(원형부),3,194317.004,547074.386,9.55,A− 도면기준(대응·제원 추론 포함),체육관동 4면도(폴리곤 대응은 추론),도면,AL_D010 에 용도·층수·높이가 모두 결측인 787.5㎡ 동. 체육관동과 2.3m 거리·합계 면적 일치로 **같은 건물의 분할 폴리곤이라고 추론**해 같은 Z그리드와 창 높이를 적용. 높이 15.0m 도 그 추론에 따른 값
체육관동 부속(원형부) 4층-11,여의도중학교,40-1,교사동 창면,체육관동 부속(원형부),4,194317.004,547074.386,13.15,A− 도면기준(대응·제원 추론 포함),체육관동 4면도(폴리곤 대응은 추론),도면,AL_D010 에 용도·층수·높이가 모두 결측인 787.5㎡ 동. 체육관동과 2.3m 거리·합계 면적 일치로 **같은 건물의 분할 폴리곤이라고 추론**해 같은 Z그리드와 창 높이를 적용. 높이 15.0m 도 그 추론에 따른 값
체육관동 부속(원형부) 1층-12,여의도중학교,40-1,교사동 창면,체육관동 부속(원형부),1,194319.798,547076.656,2.05,A− 도면기준(대응·제원 추론 포함),체육관동 4면도(폴리곤 대응은 추론),도면,AL_D010 에 용도·층수·높이가 모두 결측인 787.5㎡ 동. 체육관동과 2.3m 거리·합계 면적 일치로 **같은 건물의 분할 폴리곤이라고 추론**해 같은 Z그리드와 창 높이를 적용. 높이 15.0m 도 그 추론에 따른 값
체육관동 부속(원형부) 2층-12,여의도중학교,40-1,교사동 창면,체육관동 부속(원형부),2,194319.798,547076.656,5.95,A− 도면기준(대응·제원 추론 포함),체육관동 4면도(폴리곤 대응은 추론),도면,AL_D010 에 용도·층수·높이가 모두 결측인 787.5㎡ 동. 체육관동과 2.3m 거리·합계 면적 일치로 **같은 건물의 분할 폴리곤이라고 추론**해 같은 Z그리드와 창 높이를 적용. 높이 15.0m 도 그 추론에 따른 값
체육관동 부속(원형부) 3층-12,여의도중학교,40-1,교사동 창면,체육관동 부속(원형부),3,194319.798,547076.656,9.55,A− 도면기준(대응·제원 추론 포함),체육관동 4면도(폴리곤 대응은 추론),도면,AL_D010 에 용도·층수·높이가 모두 결측인 787.5㎡ 동. 체육관동과 2.3m 거리·합계 면적 일치로 **같은 건물의 분할 폴리곤이라고 추론**해 같은 Z그리드와 창 높이를 적용. 높이 15.0m 도 그 추론에 따른 값
체육관동 부속(원형부) 4층-12,여의도중학교,40-1,교사동 창면,체육관동 부속(원형부),4,194319.798,547076.656,13.15,A− 도면기준(대응·제원 추론 포함),체육관동 4면도(폴리곤 대응은 추론),도면,AL_D010 에 용도·층수·높이가 모두 결측인 787.5㎡ 동. 체육관동과 2.3m 거리·합계 면적 일치로 **같은 건물의 분할 폴리곤이라고 추론**해 같은 Z그리드와 창 높이를 적용. 높이 15.0m 도 그 추론에 따른 값
여의도중학교 운동장-1,여의도중학교,40-1,운동장 지반,여의도중학교 운동장,0,194351.777,547042.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도중학교 운동장-2,여의도중학교,40-1,운동장 지반,여의도중학교 운동장,0,194359.777,547042.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도중학교 운동장-3,여의도중학교,40-1,운동장 지반,여의도중학교 운동장,0,194367.777,547042.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도중학교 운동장-4,여의도중학교,40-1,운동장 지반,여의도중학교 운동장,0,194319.777,547050.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도중학교 운동장-5,여의도중학교,40-1,운동장 지반,여의도중학교 운동장,0,194327.777,547050.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도중학교 운동장-6,여의도중학교,40-1,운동장 지반,여의도중학교 운동장,0,194335.777,547050.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도중학교 운동장-7,여의도중학교,40-1,운동장 지반,여의도중학교 운동장,0,194343.777,547050.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도중학교 운동장-8,여의도중학교,40-1,운동장 지반,여의도중학교 운동장,0,194351.777,547050.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도중학교 운동장-9,여의도중학교,40-1,운동장 지반,여의도중학교 운동장,0,194359.777,547050.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도중학교 운동장-10,여의도중학교,40-1,운동장 지반,여의도중학교 운동장,0,194367.777,547050.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도중학교 운동장-11,여의도중학교,40-1,운동장 지반,여의도중학교 운동장,0,194311.777,547058.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도중학교 운동장-12,여의도중학교,40-1,운동장 지반,여의도중학교 운동장,0,194327.777,547058.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도중학교 운동장-13,여의도중학교,40-1,운동장 지반,여의도중학교 운동장,0,194335.777,547058.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도중학교 운동장-14,여의도중학교,40-1,운동장 지반,여의도중학교 운동장,0,194343.777,547058.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도중학교 운동장-15,여의도중학교,40-1,운동장 지반,여의도중학교 운동장,0,194351.777,547058.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도중학교 운동장-16,여의도중학교,40-1,운동장 지반,여의도중학교 운동장,0,194359.777,547058.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도중학교 운동장-17,여의도중학교,40-1,운동장 지반,여의도중학교 운동장,0,194367.777,547058.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도중학교 운동장-18,여의도중학교,40-1,운동장 지반,여의도중학교 운동장,0,194303.777,547066.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도중학교 운동장-19,여의도중학교,40-1,운동장 지반,여의도중학교 운동장,0,194335.777,547066.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도중학교 운동장-20,여의도중학교,40-1,운동장 지반,여의도중학교 운동장,0,194343.777,547066.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
